sample_barcode,cg13601799,cg08047457,cg19531713,patient_id,brca1_promoter_mean
TCGA-ER-A19P-06,0.01907,0.04118,0.1101,TCGA-ER-A19P,0.05678333333333333
TCGA-ER-A19Q-06,0.03073,0.03005,0.05645,TCGA-ER-A19Q,0.03907666666666667
TCGA-ER-A19S-06,0.04753,0.3894,0.09457,TCGA-ER-A19S,0.1771666666666667
TCGA-ER-A19T-01,0.01667,0.02748,0.07725,TCGA-ER-A19T,0.04046666666666667
TCGA-ER-A19T-06,0.6564,0.6477,0.08255,TCGA-ER-A19T,0.46221666666666666
TCGA-ER-A19W-06,0.03409,0.5149,0.08064,TCGA-ER-A19W,0.20987666666666668
TCGA-ER-A1A1-06,0.1087,0.02979,0.1062,TCGA-ER-A1A1,0.08156333333333333
TCGA-ER-A2NB-01,0.4934,0.5309,0.1031,TCGA-ER-A2NB,0.37579999999999997
TCGA-ER-A2NC-06,0.04132,0.187,0.1029,TCGA-ER-A2NC,0.11040666666666667
TCGA-ER-A2ND-06,0.05848,0.6255,0.09996,TCGA-ER-A2ND,0.2613133333333333
TCGA-ER-A2NE-06,0.1281,0.0877,0.09377,TCGA-ER-A2NE,0.10319
TCGA-ER-A2NF-01,0.02763,0.3501,0.09578,TCGA-ER-A2NF,0.15783666666666665
TCGA-ER-A2NF-06,0.01423,0.4912,0.1075,TCGA-ER-A2NF,0.20431000000000002
TCGA-ER-A2NG-06,0.4747,0.03618,0.09516,TCGA-ER-A2NG,0.20201333333333335
TCGA-ER-A2NH-06,0.02424,0.03041,0.07166,TCGA-ER-A2NH,0.04210333333333333
TCGA-ER-A3ES-06,0.02408,0.2608,0.08126,TCGA-ER-A3ES,0.12204666666666665
TCGA-ER-A3ET-06,0.676,0.03655,0.1818,TCGA-ER-A3ET,0.29811666666666664
TCGA-ER-A3EV-06,0.02649,0.6369,0.1142,TCGA-ER-A3EV,0.2591966666666667
TCGA-ER-A3PL-06,0.01816,0.5851,0.1012,TCGA-ER-A3PL,0.23481999999999995
TCGA-ER-A42H-01,0.9582,0.868,0.0928,TCGA-ER-A42H,0.6396666666666667
TCGA-ER-A42K-06,0.0755,0.5259,0.1195,TCGA-ER-A42K,0.24030000000000004
TCGA-ER-A42L-06,0.02533,0.5337,0.07529,TCGA-ER-A42L,0.21143999999999996
TCGA-FR-A2OS-01,0.0784,0.5633,0.07562,TCGA-FR-A2OS,0.2391066666666667
TCGA-FR-A3R1-01,0.7649,0.03834,0.08142,TCGA-FR-A3R1,0.2948866666666667
TCGA-FR-A3YN-06,0.1111,0.03001,0.1069,TCGA-FR-A3YN,0.08267000000000001
TCGA-FR-A3YO-06,0.02357,0.03497,0.115,TCGA-FR-A3YO,0.057846666666666664
TCGA-FR-A44A-06,0.03993,0.1723,0.08937,TCGA-FR-A44A,0.10053333333333332
TCGA-FR-A69P-06,0.02888,0.07969,0.06903,TCGA-FR-A69P,0.059199999999999996
TCGA-FR-A726-01,0.03326,0.5598,0.03436,TCGA-FR-A726,0.20913999999999996
TCGA-FR-A728-01,0.02094,0.2612,0.05324,TCGA-FR-A728,0.11179333333333334
TCGA-FR-A729-06,0.03171,0.03213,0.05142,TCGA-FR-A729,0.03842
TCGA-FR-A7U8-06,0.1637,0.7321,0.0577,TCGA-FR-A7U8,0.3178333333333333
TCGA-FR-A7U9-06,0.03561,0.03483,0.04975,TCGA-FR-A7U9,0.04006333333333333
TCGA-FR-A7UA-06,0.02446,0.03116,0.04772,TCGA-FR-A7UA,0.03444666666666667
TCGA-FR-A8YC-06,0.02167,0.6723,0.05601,TCGA-FR-A8YC,0.24999333333333332
TCGA-FR-A8YD-06,0.7375,0.6757,0.06652,TCGA-FR-A8YD,0.49323999999999996
TCGA-FR-A8YE-06,0.02933,0.02855,0.05615,TCGA-FR-A8YE,0.038009999999999995
TCGA-FS-A1YW-06,0.02406,0.6779,0.1032,TCGA-FS-A1YW,0.2683866666666666
TCGA-FS-A1YX-06,0.04404,0.5982,0.09408,TCGA-FS-A1YX,0.24543999999999996
TCGA-FS-A1YY-06,0.01947,0.6448,0.08942,TCGA-FS-A1YY,0.25123
TCGA-FS-A1Z0-06,0.02653,0.6495,0.07088,TCGA-FS-A1Z0,0.24897
TCGA-FS-A1Z3-06,0.08816,0.02567,0.09286,TCGA-FS-A1Z3,0.06889666666666666
TCGA-FS-A1Z4-06,0.02056,0.09101,0.08145,TCGA-FS-A1Z4,0.06434
TCGA-FS-A1Z7-06,0.04147,0.5735,0.0943,TCGA-FS-A1Z7,0.23642333333333335
TCGA-FS-A1ZA-06,0.04756,0.6871,0.09987,TCGA-FS-A1ZA,0.2781766666666667
TCGA-FS-A1ZB-06,0.02623,0.03762,0.09117,TCGA-FS-A1ZB,0.05167333333333333
TCGA-FS-A1ZC-06,0.09744,0.02914,0.1035,TCGA-FS-A1ZC,0.07669333333333334
TCGA-FS-A1ZD-06,0.122,0.04177,0.09901,TCGA-FS-A1ZD,0.08759333333333334
TCGA-FS-A1ZE-06,0.02612,0.03733,0.1005,TCGA-FS-A1ZE,0.054650000000000004
TCGA-FS-A1ZF-06,0.1014,0.0333,0.06655,TCGA-FS-A1ZF,0.06708333333333334
TCGA-FS-A1ZG-06,0.02398,0.03438,0.1001,TCGA-FS-A1ZG,0.05282
TCGA-FS-A1ZH-06,0.04477,0.5713,0.08284,TCGA-FS-A1ZH,0.23297
TCGA-FS-A1ZJ-06,0.121,0.7389,0.09963,TCGA-FS-A1ZJ,0.3198433333333333
TCGA-FS-A1ZK-06,0.02436,0.7315,0.09427,TCGA-FS-A1ZK,0.28337666666666667
TCGA-FS-A1ZM-06,0.03289,0.4736,0.08376,TCGA-FS-A1ZM,0.19674999999999998
TCGA-FS-A1ZN-01,0.1723,0.02924,0.09656,TCGA-FS-A1ZN,0.09936666666666667
TCGA-FS-A1ZP-06,0.01599,0.7549,0.1024,TCGA-FS-A1ZP,0.29109666666666667
TCGA-FS-A1ZQ-06,0.01984,0.02817,0.07965,TCGA-FS-A1ZQ,0.04255333333333333
TCGA-FS-A1ZR-06,0.04467,0.03434,0.09103,TCGA-FS-A1ZR,0.05668
TCGA-FS-A1ZS-06,0.07264,0.02622,0.09255,TCGA-FS-A1ZS,0.06380333333333334
TCGA-FS-A1ZT-06,0.02357,0.03064,0.0819,TCGA-FS-A1ZT,0.04537
TCGA-FS-A1ZU-06,0.02046,0.7686,0.08926,TCGA-FS-A1ZU,0.29277333333333333
TCGA-FS-A1ZW-06,0.01694,0.5021,0.1082,TCGA-FS-A1ZW,0.20907999999999996
TCGA-FS-A1ZY-06,,0.4854,0.06673,TCGA-FS-A1ZY,0.276065
TCGA-FS-A1ZZ-06,0.9381,0.0339,0.09088,TCGA-FS-A1ZZ,0.35429333333333335
TCGA-FS-A4F0-06,0.4046,0.06629,0.1032,TCGA-FS-A4F0,0.19136333333333333
TCGA-FS-A4F2-06,0.7032,0.04123,0.09798,TCGA-FS-A4F2,0.28080333333333335
TCGA-FS-A4F4-06,0.06612,0.02347,0.0429,TCGA-FS-A4F4,0.04416333333333333
TCGA-FS-A4F5-06,0.9138,0.7313,0.05589,TCGA-FS-A4F5,0.5669966666666666
TCGA-FS-A4F8-06,0.03801,0.3822,0.0559,TCGA-FS-A4F8,0.15870333333333334
TCGA-FS-A4F9-06,0.8983,0.7877,0.09468,TCGA-FS-A4F9,0.59356
TCGA-FS-A4FB-06,0.03545,0.4918,0.04769,TCGA-FS-A4FB,0.19164666666666666
TCGA-FS-A4FC-06,0.612,0.6017,0.09886,TCGA-FS-A4FC,0.43751999999999996
TCGA-FS-A4FD-06,0.02219,0.1812,0.0449,TCGA-FS-A4FD,0.08276333333333334
TCGA-FW-A3I3-06,0.1438,0.4578,0.07469,TCGA-FW-A3I3,0.22543000000000002
TCGA-FW-A3R5-06,0.6786,0.03282,0.103,TCGA-FW-A3R5,0.2714733333333333
TCGA-FW-A3R5-11,0.01922,0.0907,0.1168,TCGA-FW-A3R5,0.07557333333333334
TCGA-FW-A3TU-06,0.03875,0.7118,0.1021,TCGA-FW-A3TU,0.2842166666666666
TCGA-FW-A3TV-06,0.02745,0.4003,0.0993,TCGA-FW-A3TV,0.17568333333333333
TCGA-FW-A5DX-01,0.6703,0.5351,0.05213,TCGA-FW-A5DX,0.4191766666666667
TCGA-FW-A5DY-06,0.2549,0.02089,0.06091,TCGA-FW-A5DY,0.11223333333333335
TCGA-GF-A2C7-01,0.814,0.7014,0.09066,TCGA-GF-A2C7,0.5353533333333333
TCGA-GF-A3OT-06,0.0247,0.03401,0.1028,TCGA-GF-A3OT,0.053836666666666665
TCGA-GF-A4EO-06,0.02652,0.04537,0.09203,TCGA-GF-A4EO,0.05464
TCGA-GF-A6C8-06,0.02297,0.028,0.06103,TCGA-GF-A6C8,0.037333333333333336
TCGA-GF-A6C9-06,0.04511,0.03395,0.0608,TCGA-GF-A6C9,0.046619999999999995
TCGA-GF-A769-01,0.09183,0.04399,0.06785,TCGA-GF-A769,0.06788999999999999
TCGA-GN-A262-06,0.01737,0.02867,0.1009,TCGA-GN-A262,0.04898
TCGA-GN-A263-01,0.01668,0.03476,0.09773,TCGA-GN-A263,0.049723333333333335
TCGA-GN-A264-06,0.02108,0.4428,0.09041,TCGA-GN-A264,0.18476333333333336
TCGA-GN-A265-06,0.02737,0.3889,0.09686,TCGA-GN-A265,0.17104333333333335
TCGA-GN-A266-06,0.6637,0.03315,0.08649,TCGA-GN-A266,0.2611133333333333
TCGA-GN-A267-06,0.01324,0.2591,0.08312,TCGA-GN-A267,0.11848666666666667
TCGA-GN-A268-06,0.9376,0.8249,0.1187,TCGA-GN-A268,0.6270666666666667
TCGA-GN-A269-01,0.01874,0.02591,0.07469,TCGA-GN-A269,0.03978
TCGA-GN-A26A-06,0.01866,0.3126,0.09707,TCGA-GN-A26A,0.14277666666666666
TCGA-GN-A26C-01,0.429,0.03041,0.1038,TCGA-GN-A26C,0.18773666666666666
TCGA-GN-A26D-06,0.0184,0.3791,0.1027,TCGA-GN-A26D,0.16673333333333332
TCGA-GN-A4U3-06,0.1034,0.02388,0.05085,TCGA-GN-A4U3,0.05937666666666667
TCGA-GN-A4U4-06,0.0249,0.1701,0.04116,TCGA-GN-A4U4,0.07872
TCGA-GN-A4U5-01,0.02226,0.05127,0.04591,TCGA-GN-A4U5,0.03981333333333333
TCGA-GN-A4U7-06,0.02573,0.1395,0.05476,TCGA-GN-A4U7,0.07333
TCGA-GN-A4U8-06,0.4412,0.04039,0.03951,TCGA-GN-A4U8,0.1737
TCGA-GN-A4U8-11,0.2137,0.02274,0.04968,TCGA-GN-A4U8,0.09537333333333335
TCGA-GN-A4U9-06,0.825,0.7238,0.03565,TCGA-GN-A4U9,0.52815
TCGA-GN-A8LK-06,0.2744,0.4065,0.08525,TCGA-GN-A8LK,0.25538333333333335
TCGA-GN-A8LL-06,0.0404,0.02662,0.0739,TCGA-GN-A8LL,0.04697333333333333
TCGA-GN-A8LN-01,0.1541,0.03616,0.07007,TCGA-GN-A8LN,0.08677666666666665
TCGA-GN-A9SD-06,0.02942,0.03232,0.08605,TCGA-GN-A9SD,0.04926333333333333
TCGA-HR-A2OG-06,0.03949,0.0323,0.06567,TCGA-HR-A2OG,0.04582
TCGA-HR-A2OH-06,0.03019,0.1998,0.1067,TCGA-HR-A2OH,0.11223
TCGA-HR-A5NC-01,0.06742,0.1006,0.05588,TCGA-HR-A5NC,0.07463333333333333
TCGA-IH-A3EA-01,0.7294,0.6251,0.09298,TCGA-IH-A3EA,0.4824933333333334
TCGA-LH-A9QB-06,0.165,0.02873,0.0576,TCGA-LH-A9QB,0.08377666666666667
TCGA-OD-A75X-06,0.8635,0.02824,0.04471,TCGA-OD-A75X,0.31215000000000004
TCGA-QB-A6FS-06,0.02796,0.03742,0.08197,TCGA-QB-A6FS,0.04911666666666666
TCGA-QB-AA9O-06,0.05703,0.0316,0.07489,TCGA-QB-AA9O,0.05450666666666667
TCGA-RP-A690-06,0.02227,0.1964,0.03871,TCGA-RP-A690,0.08579333333333333
TCGA-RP-A693-06,0.02732,0.508,0.04212,TCGA-RP-A693,0.19248
TCGA-RP-A694-06,0.02542,0.3934,0.05118,TCGA-RP-A694,0.15666666666666668
TCGA-RP-A695-06,0.02638,0.04845,0.05418,TCGA-RP-A695,0.04300333333333334
TCGA-RP-A6K9-06,0.02263,0.5225,0.04387,TCGA-RP-A6K9,0.19633333333333333
TCGA-W3-A824-06,0.853,0.03207,0.04321,TCGA-W3-A824,0.3094266666666667
TCGA-W3-A825-06,0.03676,0.4585,0.06162,TCGA-W3-A825,0.1856266666666667
TCGA-W3-A828-06,0.03187,0.2376,0.05276,TCGA-W3-A828,0.10741
TCGA-W3-AA1O-06,0.7927,0.02365,0.05183,TCGA-W3-AA1O,0.28939333333333334
TCGA-W3-AA1Q-06,0.6884,0.06889,0.04394,TCGA-W3-AA1Q,0.2670766666666667
TCGA-W3-AA1R-06,0.02343,0.3532,0.03755,TCGA-W3-AA1R,0.13806
TCGA-W3-AA1V-06,0.02522,0.04226,0.0905,TCGA-W3-AA1V,0.052660000000000005
TCGA-W3-AA1W-06,0.02473,0.03437,0.03999,TCGA-W3-AA1W,0.03303
TCGA-W3-AA21-06,0.1145,0.7221,0.04956,TCGA-W3-AA21,0.2953866666666667
TCGA-WE-A8JZ-06,0.1081,0.2181,0.07875,TCGA-WE-A8JZ,0.13498333333333332
TCGA-WE-A8K1-06,0.02266,0.5585,0.05937,TCGA-WE-A8K1,0.21351
TCGA-WE-A8K4-01,0.02373,0.4291,0.07116,TCGA-WE-A8K4,0.1746633333333333
TCGA-WE-A8K5-06,0.06845,0.1445,0.08928,TCGA-WE-A8K5,0.10074333333333334
TCGA-WE-A8K6-06,0.1037,0.07737,0.07034,TCGA-WE-A8K6,0.08380333333333334
TCGA-WE-A8ZM-06,0.1173,0.03593,0.07805,TCGA-WE-A8ZM,0.07709333333333333
TCGA-WE-A8ZN-06,0.03138,0.04714,0.04496,TCGA-WE-A8ZN,0.04116
TCGA-WE-A8ZO-06,0.07665,0.6323,0.05795,TCGA-WE-A8ZO,0.2556333333333333
TCGA-WE-A8ZQ-06,0.3184,0.08088,0.07753,TCGA-WE-A8ZQ,0.15893666666666667
TCGA-WE-A8ZR-06,0.02592,0.02973,0.08112,TCGA-WE-A8ZR,0.04559
TCGA-WE-A8ZT-06,0.02208,0.03898,0.092,TCGA-WE-A8ZT,0.05102
TCGA-WE-A8ZX-06,0.04626,0.04336,0.05651,TCGA-WE-A8ZX,0.04871
TCGA-WE-A8ZY-06,0.0639,0.5001,0.06319,TCGA-WE-A8ZY,0.2090633333333333
TCGA-WE-AA9Y-06,0.02379,0.3737,0.0613,TCGA-WE-AA9Y,0.15292999999999998
TCGA-WE-AAA0-06,0.02126,0.02568,0.05094,TCGA-WE-AAA0,0.032626666666666665
TCGA-WE-AAA3-06,0.5499,0.5128,0.05206,TCGA-WE-AAA3,0.3715866666666667
TCGA-WE-AAA4-06,0.02269,0.02879,0.04664,TCGA-WE-AAA4,0.03270666666666667
TCGA-XV-A9VZ-01,0.02171,0.03639,0.04605,TCGA-XV-A9VZ,0.034716666666666667
TCGA-XV-A9W2-01,0.4768,0.4133,0.03946,TCGA-XV-A9W2,0.30985333333333337
TCGA-XV-A9W5-01,0.04736,0.02171,0.04155,TCGA-XV-A9W5,0.036873333333333334
TCGA-XV-AAZV-01,0.03365,0.02564,0.1062,TCGA-XV-AAZV,0.055163333333333335
TCGA-XV-AAZW-01,0.02813,0.0312,0.1083,TCGA-XV-AAZW,0.055876666666666665
TCGA-XV-AAZY-01,0.4685,0.03738,0.1049,TCGA-XV-AAZY,0.20359333333333332
TCGA-XV-AB01-06,0.9154,0.4338,0.0964,TCGA-XV-AB01,0.48186666666666667
TCGA-YD-A89C-06,0.02322,0.552,0.07092,TCGA-YD-A89C,0.21538000000000002
TCGA-YD-A9TA-06,0.07494,0.3825,0.05932,TCGA-YD-A9TA,0.17225333333333334
TCGA-YD-A9TB-06,0.02684,0.3163,0.09816,TCGA-YD-A9TB,0.1471
TCGA-YG-AA3N-01,0.02832,0.0315,0.05101,TCGA-YG-AA3N,0.036943333333333335
TCGA-YG-AA3O-06,0.5478,0.3182,0.04218,TCGA-YG-AA3O,0.30272666666666664
TCGA-YG-AA3P-06,0.01624,0.7673,0.06495,TCGA-YG-AA3P,0.28282999999999997
TCGA-Z2-A8RT-06,0.02864,0.05007,0.07736,TCGA-Z2-A8RT,0.05202333333333333
TCGA-Z2-AA3S-06,0.1331,0.1369,0.04597,TCGA-Z2-AA3S,0.10532333333333334
TCGA-Z2-AA3V-06,0.02604,0.03148,0.05254,TCGA-Z2-AA3V,0.036686666666666666
TCGA-2A-A8VL-01,0.0238,0.5326,0.06122,TCGA-2A-A8VL,0.20587333333333335
TCGA-2A-A8VO-01,0.01814,0.6975,0.06132,TCGA-2A-A8VO,0.2589866666666667
TCGA-2A-A8VT-01,0.01971,0.6107,0.02034,TCGA-2A-A8VT,0.21691666666666667
TCGA-2A-A8VV-01,0.01872,0.6907,0.06491,TCGA-2A-A8VV,0.25811
TCGA-2A-A8VX-01,0.03463,0.721,0.07343,TCGA-2A-A8VX,0.27635333333333334
TCGA-2A-A8W1-01,0.3602,0.7295,0.07951,TCGA-2A-A8W1,0.3897366666666667
TCGA-2A-A8W3-01,0.02525,0.6388,0.05686,TCGA-2A-A8W3,0.24030333333333334
TCGA-2A-AAYF-01,0.0248,0.6569,0.05399,TCGA-2A-AAYF,0.24523000000000003
TCGA-2A-AAYO-01,0.02478,0.504,0.02974,TCGA-2A-AAYO,0.18617333333333333
TCGA-2A-AAYU-01,0.02561,0.5746,0.0368,TCGA-2A-AAYU,0.2123366666666667
TCGA-4L-AA1F-01,0.0255,0.4178,0.03095,TCGA-4L-AA1F,0.15808333333333333
TCGA-CH-5737-01,0.0556,0.731,0.06169,TCGA-CH-5737,0.2827633333333333
TCGA-CH-5738-01,0.02052,0.5499,0.04755,TCGA-CH-5738,0.20599
TCGA-CH-5739-01,0.01798,0.6545,0.0718,TCGA-CH-5739,0.2480933333333333
TCGA-CH-5740-01,0.01755,0.65,0.06536,TCGA-CH-5740,0.24430333333333332
TCGA-CH-5741-01,0.01836,0.7069,0.05816,TCGA-CH-5741,0.26114
TCGA-CH-5743-01,0.02667,0.2086,0.06422,TCGA-CH-5743,0.09983000000000002
TCGA-CH-5744-01,0.02353,0.5893,0.08379,TCGA-CH-5744,0.2322066666666667
TCGA-CH-5745-01,0.02553,0.5965,0.0525,TCGA-CH-5745,0.22484333333333337
TCGA-CH-5746-01,0.02337,0.5669,0.06377,TCGA-CH-5746,0.2180133333333333
TCGA-CH-5748-01,0.1533,0.6877,0.05778,TCGA-CH-5748,0.2995933333333333
TCGA-CH-5750-01,0.02292,0.6768,0.06671,TCGA-CH-5750,0.2554766666666667
TCGA-CH-5751-01,0.03007,0.5635,0.0627,TCGA-CH-5751,0.21875666666666668
TCGA-CH-5752-01,0.03632,0.6242,0.05333,TCGA-CH-5752,0.23795
TCGA-CH-5753-01,0.01943,0.6454,0.04959,TCGA-CH-5753,0.23814
TCGA-CH-5754-01,0.03286,0.5724,0.07169,TCGA-CH-5754,0.22565000000000002
TCGA-CH-5761-01,0.02301,0.6434,0.07084,TCGA-CH-5761,0.24575
TCGA-CH-5761-11,0.05803,0.4921,0.07283,TCGA-CH-5761,0.20765333333333333
TCGA-CH-5762-01,0.03791,0.5097,0.07858,TCGA-CH-5762,0.20873
TCGA-CH-5762-11,0.03063,0.5231,0.09462,TCGA-CH-5762,0.2161166666666667
TCGA-CH-5763-01,0.1623,0.4651,0.08273,TCGA-CH-5763,0.23670999999999998
TCGA-CH-5763-11,0.03445,0.3901,0.06887,TCGA-CH-5763,0.16447333333333333
TCGA-CH-5764-01,0.02518,0.6346,0.07113,TCGA-CH-5764,0.2436366666666667
TCGA-CH-5764-11,0.03625,0.376,0.08473,TCGA-CH-5764,0.16566
TCGA-CH-5765-01,0.02072,0.6689,0.07323,TCGA-CH-5765,0.25428333333333336
TCGA-CH-5765-11,0.03872,0.7307,0.08156,TCGA-CH-5765,0.28365999999999997
TCGA-CH-5766-01,0.02673,0.5419,0.04021,TCGA-CH-5766,0.2029466666666667
TCGA-CH-5766-11,0.02601,0.2311,0.07267,TCGA-CH-5766,0.10992666666666667
TCGA-CH-5767-01,0.0224,0.7383,0.09724,TCGA-CH-5767,0.28597999999999996
TCGA-CH-5767-11,0.02587,0.4806,0.09407,TCGA-CH-5767,0.20018
TCGA-CH-5768-01,0.02101,0.6824,0.05445,TCGA-CH-5768,0.25262
TCGA-CH-5768-11,0.09409,0.4262,0.07826,TCGA-CH-5768,0.19951666666666668
TCGA-CH-5769-01,0.02224,0.6102,0.07514,TCGA-CH-5769,0.23586
TCGA-CH-5769-11,0.01754,0.6963,0.06551,TCGA-CH-5769,0.2597833333333333
TCGA-CH-5771-01,0.02833,0.5795,0.08504,TCGA-CH-5771,0.23095666666666667
TCGA-CH-5771-11,0.02721,0.2452,0.0732,TCGA-CH-5771,0.11520333333333332
TCGA-CH-5772-01,0.06717,0.625,0.06023,TCGA-CH-5772,0.25079999999999997
TCGA-CH-5772-11,0.02666,0.3065,0.08123,TCGA-CH-5772,0.13813
TCGA-CH-5788-01,0.02634,0.7036,0.06185,TCGA-CH-5788,0.26393
TCGA-CH-5789-01,0.01946,0.589,0.085,TCGA-CH-5789,0.23115333333333332
TCGA-CH-5790-01,0.02416,0.7019,0.05665,TCGA-CH-5790,0.2609033333333333
TCGA-CH-5791-01,0.03225,0.621,0.06746,TCGA-CH-5791,0.24023666666666665
TCGA-CH-5792-01,0.02702,0.5639,0.06146,TCGA-CH-5792,0.21746
TCGA-CH-5794-01,0.0271,0.722,0.07269,TCGA-CH-5794,0.27393
TCGA-EJ-5494-01,0.07467,0.6318,0.06533,TCGA-EJ-5494,0.2572666666666667
TCGA-EJ-5495-01,0.02552,0.4968,0.07084,TCGA-EJ-5495,0.19772
TCGA-EJ-5496-01,0.02668,0.5986,0.08174,TCGA-EJ-5496,0.23567333333333337
TCGA-EJ-5497-01,0.02576,0.5429,0.07125,TCGA-EJ-5497,0.21330333333333337
TCGA-EJ-5498-01,0.02693,0.4251,0.06689,TCGA-EJ-5498,0.17297333333333334
TCGA-EJ-5499-01,0.03802,0.5501,0.06082,TCGA-EJ-5499,0.21631333333333333
TCGA-EJ-5501-01,0.02622,0.5275,0.07057,TCGA-EJ-5501,0.20809666666666668
TCGA-EJ-5502-01,0.04076,0.5422,0.05598,TCGA-EJ-5502,0.21298000000000003
TCGA-EJ-5503-01,0.02804,0.4153,0.07916,TCGA-EJ-5503,0.17416666666666666
TCGA-EJ-5504-01,0.05059,0.5922,0.08596,TCGA-EJ-5504,0.24291666666666667
TCGA-EJ-5505-01,0.3357,0.5742,0.06265,TCGA-EJ-5505,0.3241833333333333
TCGA-EJ-5506-01,0.03577,0.3939,0.06109,TCGA-EJ-5506,0.16358666666666666
TCGA-EJ-5507-01,0.02354,0.6018,0.06755,TCGA-EJ-5507,0.23096333333333333
TCGA-EJ-5508-01,0.02266,0.5533,0.04358,TCGA-EJ-5508,0.20651333333333333
TCGA-EJ-5509-01,0.1777,0.5468,0.07853,TCGA-EJ-5509,0.2676766666666666
TCGA-EJ-5510-01,0.02513,0.4627,0.07553,TCGA-EJ-5510,0.18778666666666666
TCGA-EJ-5511-01,0.02536,0.6278,0.06423,TCGA-EJ-5511,0.23913000000000004
TCGA-EJ-5512-01,0.03647,0.535,0.07516,TCGA-EJ-5512,0.21554333333333334
TCGA-EJ-5514-01,0.02095,0.6203,0.06302,TCGA-EJ-5514,0.23475666666666664
TCGA-EJ-5515-01,0.02427,0.4285,0.06605,TCGA-EJ-5515,0.17294
TCGA-EJ-5516-01,0.02709,0.4767,0.0673,TCGA-EJ-5516,0.19036333333333333
TCGA-EJ-5517-01,0.01765,0.5873,0.08037,TCGA-EJ-5517,0.22844000000000006
TCGA-EJ-5518-01,0.03291,0.5378,0.04924,TCGA-EJ-5518,0.20664999999999997
TCGA-EJ-5519-01,0.03135,0.6387,0.07991,TCGA-EJ-5519,0.2499866666666667
TCGA-EJ-5521-01,0.03985,0.5644,0.05082,TCGA-EJ-5521,0.21835666666666664
TCGA-EJ-5522-01,0.02109,0.5497,0.06841,TCGA-EJ-5522,0.21306666666666665
TCGA-EJ-5524-01,0.02239,0.5629,0.07084,TCGA-EJ-5524,0.21871
TCGA-EJ-5525-01,0.02295,0.689,0.0614,TCGA-EJ-5525,0.2577833333333333
TCGA-EJ-5526-01,0.0311,0.6087,0.06881,TCGA-EJ-5526,0.23620333333333335
TCGA-EJ-5527-01,0.02973,0.5156,0.07512,TCGA-EJ-5527,0.20681666666666665
TCGA-EJ-5530-01,0.02096,0.668,0.05302,TCGA-EJ-5530,0.24732666666666667
TCGA-EJ-5531-01,0.0369,0.4904,0.0887,TCGA-EJ-5531,0.20533333333333334
TCGA-EJ-5532-01,0.02624,0.5723,0.06453,TCGA-EJ-5532,0.22102333333333335
TCGA-EJ-5542-01,0.01915,0.5695,0.06321,TCGA-EJ-5542,0.21728666666666666
TCGA-EJ-7115-01,0.1732,0.6123,0.1069,TCGA-EJ-7115,0.29746666666666666
TCGA-EJ-7123-01,0.4568,0.6754,0.07853,TCGA-EJ-7123,0.4035766666666667
TCGA-EJ-7123-11,0.01792,0.3403,0.06432,TCGA-EJ-7123,0.14084666666666665
TCGA-EJ-7125-01,0.0219,0.5971,0.05016,TCGA-EJ-7125,0.22305333333333333
TCGA-EJ-7125-11,0.01881,0.4912,0.1226,TCGA-EJ-7125,0.21087000000000003
TCGA-EJ-7218-01,0.2115,0.5851,0.05433,TCGA-EJ-7218,0.2836433333333333
TCGA-EJ-7314-01,0.02249,0.565,0.08922,TCGA-EJ-7314,0.22556999999999996
TCGA-EJ-7315-01,0.0245,0.5899,0.09547,TCGA-EJ-7315,0.23662333333333332
TCGA-EJ-7317-01,0.05607,0.6589,0.08999,TCGA-EJ-7317,0.26832
TCGA-EJ-7317-11,0.01771,0.5663,0.08307,TCGA-EJ-7317,0.22236
TCGA-EJ-7318-01,0.02112,0.5668,0.09284,TCGA-EJ-7318,0.22692
TCGA-EJ-7321-01,0.03013,0.5312,0.08732,TCGA-EJ-7321,0.21621666666666664
TCGA-EJ-7325-01,0.0214,0.6368,0.08287,TCGA-EJ-7325,0.24702333333333334
TCGA-EJ-7327-01,0.01617,0.5333,0.08267,TCGA-EJ-7327,0.21071333333333334
TCGA-EJ-7327-11,0.01674,0.535,0.1258,TCGA-EJ-7327,0.22584666666666667
TCGA-EJ-7328-01,0.01875,0.6337,0.1037,TCGA-EJ-7328,0.25205000000000005
TCGA-EJ-7328-11,0.01742,0.4391,0.1116,TCGA-EJ-7328,0.1893733333333333
TCGA-EJ-7330-01,0.3295,0.4912,0.09862,TCGA-EJ-7330,0.30644
TCGA-EJ-7331-01,0.01316,0.5638,0.08696,TCGA-EJ-7331,0.22130666666666665
TCGA-EJ-7331-11,0.0189,0.4929,0.09526,TCGA-EJ-7331,0.20235333333333336
TCGA-EJ-7781-01,0.0137,0.5558,0.09862,TCGA-EJ-7781,0.2227066666666667
TCGA-EJ-7781-11,0.02116,0.08909,0.09285,TCGA-EJ-7781,0.0677
TCGA-EJ-7782-01,0.01641,0.64,0.1052,TCGA-EJ-7782,0.25387
TCGA-EJ-7782-11,0.01687,0.318,0.09118,TCGA-EJ-7782,0.14201666666666665
TCGA-EJ-7783-01,0.01619,0.5263,0.09774,TCGA-EJ-7783,0.21341000000000002
TCGA-EJ-7784-01,0.02161,0.709,0.096,TCGA-EJ-7784,0.27553666666666665
TCGA-EJ-7784-11,0.0187,0.2539,0.1059,TCGA-EJ-7784,0.12616666666666668
